2026-07-18 02:12:57,426 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None
2026-07-19 19:31:23,932 | INFO | tools.task_tools | complete_task called: task_id=2053bb9c-6a2a-4d97-9e41-043c48860b4e
2026-07-19 19:31:23,946 | INFO | tools.task_tools | complete_task succeeded: task_id=2053bb9c-6a2a-4d97-9e41-043c48860b4e
2026-07-19 19:31:24,006 | INFO | tools.task_tools | create_task called: title='Late task' priority=Medium
2026-07-19 19:31:24,018 | INFO | tools.task_tools | create_task succeeded: task_id=fc1a5f6c-18a9-4466-9f72-e5926aa6b4b4
2026-07-19 19:31:24,018 | INFO | tools.task_tools | create_task called: title='Future task' priority=Medium
2026-07-19 19:31:24,029 | INFO | tools.task_tools | create_task succeeded: task_id=78cd6e9c-7531-4210-8c84-7ee09991d463
2026-07-19 19:31:24,030 | INFO | tools.task_tools | create_task called: title='Late but done' priority=Medium
2026-07-19 19:31:24,041 | INFO | tools.task_tools | create_task succeeded: task_id=37078435-ff89-44dc-a25a-b1245f8077c3
2026-07-19 19:31:24,042 | INFO | tools.task_tools | complete_task called: task_id=37078435-ff89-44dc-a25a-b1245f8077c3
2026-07-19 19:31:24,056 | INFO | tools.task_tools | complete_task succeeded: task_id=37078435-ff89-44dc-a25a-b1245f8077c3
2026-07-19 19:31:24,056 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:31:24,059 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 19:31:24,134 | INFO | tools.task_tools | create_task called: title='Small thing' priority=Low
2026-07-19 19:31:24,148 | INFO | tools.task_tools | create_task succeeded: task_id=ec05006a-c2f6-45ee-9379-a931a812d7a3
2026-07-19 19:31:24,149 | INFO | tools.task_tools | create_task called: title='Big thing' priority=Critical
2026-07-19 19:31:24,160 | INFO | tools.task_tools | create_task succeeded: task_id=c6191a94-0d3d-4081-ada1-838814ef7229
2026-07-19 19:31:24,161 | INFO | tools.task_tools | estimate_task_effort called: task_id=ec05006a-c2f6-45ee-9379-a931a812d7a3
2026-07-19 19:31:24,163 | INFO | tools.task_tools | estimate_task_effort succeeded: task_id=ec05006a-c2f6-45ee-9379-a931a812d7a3 estimated_hours=1.0
2026-07-19 19:31:24,164 | INFO | tools.task_tools | estimate_task_effort called: task_id=c6191a94-0d3d-4081-ada1-838814ef7229
2026-07-19 19:31:24,166 | INFO | tools.task_tools | estimate_task_effort succeeded: task_id=c6191a94-0d3d-4081-ada1-838814ef7229 estimated_hours=6.0
2026-07-19 19:31:24,224 | INFO | tools.note_tools | save_note called: title='Idea' category=general
2026-07-19 19:31:24,236 | INFO | tools.note_tools | save_note succeeded: note_id=b291a67f-78bd-4639-b5fc-2f39d025f0d4
2026-07-19 19:31:24,299 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-19 19:31:24,315 | INFO | tools.note_tools | save_note succeeded: note_id=355021ba-a2fb-4a27-8cba-bdb808f6905f
2026-07-19 19:31:24,316 | INFO | tools.note_tools | save_note called: title='Random note' category=general
2026-07-19 19:31:24,330 | INFO | tools.note_tools | save_note succeeded: note_id=a7834783-fca8-40d9-812f-f981deedfb27
2026-07-19 19:31:24,330 | INFO | tools.note_tools | search_notes called: query='marketing' category=None
2026-07-19 19:31:24,333 | INFO | tools.note_tools | search_notes returned 2 result(s)
2026-07-19 19:31:24,406 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=29
2026-07-19 19:31:24,407 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 1 action item(s), 1 decision(s)
2026-07-19 19:31:24,490 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=10
2026-07-19 19:31:24,491 | ERROR | tools.planning_tools | extract_meeting_actions failed: invalid model response: 3 validation errors for ExtractMeetingActionsOutput
decisions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
action_items
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
unresolved_questions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
2026-07-19 19:31:24,565 | INFO | tools.task_tools | create_task called: title='Overdue thing' priority=Low
2026-07-19 19:31:24,578 | INFO | tools.task_tools | create_task succeeded: task_id=3060c7ab-1316-48ac-ba61-f4e8965227cc
2026-07-19 19:31:24,579 | INFO | tools.task_tools | create_task called: title='Future thing' priority=Critical
2026-07-19 19:31:24,591 | INFO | tools.task_tools | create_task succeeded: task_id=4d6d62ab-2bbb-4a67-a37b-821ff986f55b
2026-07-19 19:31:24,594 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 19:31:24,594 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 19:31:24,656 | INFO | tools.task_tools | create_task called: title='Big task' priority=Critical
2026-07-19 19:31:24,667 | INFO | tools.task_tools | create_task succeeded: task_id=9e3ac0d8-89d6-4701-b5b1-5eca4e4b9eaa
2026-07-19 19:31:24,669 | INFO | tools.planning_tools | generate_work_plan called: available_hours=1.0 date=2026-07-20
2026-07-19 19:31:24,670 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 19:31:24,735 | INFO | tools.task_tools | create_task called: title='Blocked thing' priority=Medium
2026-07-19 19:31:24,748 | INFO | tools.task_tools | create_task succeeded: task_id=00b4492f-adeb-4390-bc21-edd87d98e2b3
2026-07-19 19:31:24,749 | INFO | tools.task_tools | update_task called: task_id=00b4492f-adeb-4390-bc21-edd87d98e2b3
2026-07-19 19:31:24,763 | INFO | tools.task_tools | update_task succeeded: task_id=00b4492f-adeb-4390-bc21-edd87d98e2b3
2026-07-19 19:31:24,765 | INFO | tools.planning_tools | generate_work_plan called: available_hours=20.0 date=2026-07-20
2026-07-19 19:31:24,765 | INFO | tools.planning_tools | generate_work_plan succeeded: 0 task(s) scheduled, 1 deferred
2026-07-19 19:31:24,830 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=26
2026-07-19 19:31:24,831 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 2 action item(s), 1 decision(s)
2026-07-19 19:31:25,611 | INFO | tools.task_tools | list_tasks called: status=Status.PENDING priority=None tag=None
2026-07-19 19:31:25,614 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 19:31:25,616 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:31:25,619 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 19:31:25,622 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-19 19:31:25,623 | INFO | tools.planning_tools | generate_work_plan succeeded: 2 task(s) scheduled, 0 deferred
2026-07-19 19:31:25,764 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:31:25,767 | INFO | tools.task_tools | list_tasks returned 3 task(s)
2026-07-19 19:31:25,769 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:31:25,773 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 19:40:08,068 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.CRITICAL tag=None
2026-07-19 19:40:08,075 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 19:40:08,229 | INFO | tools.task_tools | complete_task called: task_id=2f8c4284-8d36-4c7f-857d-e17e3aad7f7e
2026-07-19 19:40:08,244 | INFO | tools.task_tools | complete_task succeeded: task_id=2f8c4284-8d36-4c7f-857d-e17e3aad7f7e
2026-07-19 19:40:08,316 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:40:08,320 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,386 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=0
2026-07-19 19:40:08,391 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,393 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=1
2026-07-19 19:40:08,395 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,396 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=2
2026-07-19 19:40:08,398 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,400 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=3
2026-07-19 19:40:08,403 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,404 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=4
2026-07-19 19:40:08,406 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,408 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=5
2026-07-19 19:40:08,410 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,411 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=6
2026-07-19 19:40:08,413 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,415 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=7
2026-07-19 19:40:08,416 | INFO | tools.task_tools | list_tasks returned 0 task(s)
2026-07-19 19:40:08,567 | INFO | tools.task_tools | create_task called: title='First task' priority=Medium
2026-07-19 19:40:08,578 | INFO | tools.task_tools | create_task succeeded: task_id=c445df24-3bb4-4a5d-8fb1-0208d2131876
2026-07-19 19:40:08,745 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:40:08,748 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 19:40:08,987 | INFO | tools.task_tools | complete_task called: task_id=638a2b84-a897-4660-9a00-bb6da40c9ca8
2026-07-19 19:40:09,000 | INFO | tools.task_tools | complete_task succeeded: task_id=638a2b84-a897-4660-9a00-bb6da40c9ca8
2026-07-19 19:40:09,245 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:40:09,249 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 19:40:10,346 | INFO | tools.task_tools | create_task called: title='Logged task' priority=Medium
2026-07-19 19:40:10,359 | INFO | tools.task_tools | create_task succeeded: task_id=e99e9a54-2d0c-42e9-a163-d9418e002420
2026-07-19 19:40:10,418 | INFO | tools.task_tools | update_task called: task_id=does-not-exist
2026-07-19 19:40:10,420 | ERROR | tools.task_tools | update_task failed: no task found with ID does-not-exist
2026-07-19 19:40:10,476 | INFO | tools.task_tools | complete_task called: task_id=does-not-exist
2026-07-19 19:40:10,479 | ERROR | tools.task_tools | complete_task failed: no task found with ID does-not-exist
2026-07-19 19:40:10,535 | INFO | tools.task_tools | create_task called: title='A' priority=Medium
2026-07-19 19:40:10,547 | INFO | tools.task_tools | create_task succeeded: task_id=57e1f205-2fc8-41ab-8c85-545f2f230682
2026-07-19 19:40:10,548 | INFO | tools.task_tools | create_task called: title='B' priority=Medium
2026-07-19 19:40:10,559 | INFO | tools.task_tools | create_task succeeded: task_id=f7b3bc5b-8000-4c74-80da-d609c068a83b
2026-07-19 19:40:10,559 | INFO | tools.task_tools | list_tasks called: status=None priority=None tag=None
2026-07-19 19:40:10,561 | INFO | tools.task_tools | list_tasks returned 2 task(s)
2026-07-19 19:40:10,620 | INFO | tools.note_tools | save_note called: title='Logged note' category=general
2026-07-19 19:40:10,631 | INFO | tools.note_tools | save_note succeeded: note_id=92f9b8fd-bc95-4b6e-94c6-7f6961858528
2026-07-19 19:40:10,690 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-19 19:40:10,702 | INFO | tools.note_tools | save_note succeeded: note_id=53748de3-70c0-46c6-8df4-61cb9839a2c7
2026-07-19 19:40:10,702 | INFO | tools.note_tools | search_notes called: query='marketing' category=None
2026-07-19 19:40:10,705 | INFO | tools.note_tools | search_notes returned 1 result(s)
2026-07-19 19:40:10,761 | INFO | tools.task_tools | create_task called: title='Some task' priority=Medium
2026-07-19 19:40:10,772 | INFO | tools.task_tools | create_task succeeded: task_id=c8f8244c-a657-4190-8595-0c3ea3c1e8a5
2026-07-19 19:40:10,775 | INFO | tools.planning_tools | generate_work_plan called: available_hours=8.0 date=2026-07-20
2026-07-19 19:40:10,776 | INFO | tools.planning_tools | generate_work_plan succeeded: 1 task(s) scheduled, 0 deferred
2026-07-19 19:40:10,847 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=9
2026-07-19 19:40:10,848 | ERROR | tools.planning_tools | extract_meeting_actions failed: LLM error: simulated LLM failure
2026-07-19 19:40:10,906 | INFO | tools.task_tools | create_task called: title='Write tests' priority=Medium
2026-07-19 19:40:10,918 | INFO | tools.task_tools | create_task succeeded: task_id=88999e3f-d4b0-46eb-b399-9a76807093a4
2026-07-19 19:40:10,975 | INFO | tools.task_tools | create_tasks_bulk called: count=2
2026-07-19 19:40:10,998 | INFO | tools.task_tools | create_tasks_bulk succeeded: task_ids=['54fba5b5-d5bf-4fa2-a52a-a267a6942d33', '45fe6824-2c78-45cf-acf9-ff928480234a']
2026-07-19 19:40:11,055 | INFO | tools.task_tools | create_task called: title='A' priority=High
2026-07-19 19:40:11,069 | INFO | tools.task_tools | create_task succeeded: task_id=5ca5ddc1-c700-43fb-9ba5-bc1f105761d3
2026-07-19 19:40:11,069 | INFO | tools.task_tools | create_task called: title='B' priority=Low
2026-07-19 19:40:11,080 | INFO | tools.task_tools | create_task succeeded: task_id=1108e694-d1ed-4358-9430-e06586b1c43c
2026-07-19 19:40:11,080 | INFO | tools.task_tools | list_tasks called: status=None priority=Priority.HIGH tag=None
2026-07-19 19:40:11,083 | INFO | tools.task_tools | list_tasks returned 1 task(s)
2026-07-19 19:40:11,139 | INFO | tools.task_tools | update_task called: task_id=does-not-exist
2026-07-19 19:40:11,142 | ERROR | tools.task_tools | update_task failed: no task found with ID does-not-exist
2026-07-19 19:40:11,204 | INFO | tools.task_tools | create_task called: title='Finish this' priority=Medium
2026-07-19 19:40:11,216 | INFO | tools.task_tools | create_task succeeded: task_id=1f6fd3e8-ffba-48ad-8213-9d3c79305471
2026-07-19 19:40:11,217 | INFO | tools.task_tools | complete_task called: task_id=1f6fd3e8-ffba-48ad-8213-9d3c79305471
2026-07-19 19:40:11,230 | INFO | tools.task_tools | complete_task succeeded: task_id=1f6fd3e8-ffba-48ad-8213-9d3c79305471
2026-07-19 19:40:11,287 | INFO | tools.task_tools | create_task called: title='Late task' priority=Medium
2026-07-19 19:40:11,299 | INFO | tools.task_tools | create_task succeeded: task_id=08a950a7-bd3b-429e-b3f0-20adac5be04d
2026-07-19 19:40:11,299 | INFO | tools.task_tools | create_task called: title='Future task' priority=Medium
2026-07-19 19:40:11,311 | INFO | tools.task_tools | create_task succeeded: task_id=23200b80-640e-4cd4-966a-d0085817c3c8
2026-07-19 19:40:11,311 | INFO | tools.task_tools | create_task called: title='Late but done' priority=Medium
2026-07-19 19:40:11,322 | INFO | tools.task_tools | create_task succeeded: task_id=6e5e8003-e144-43cd-99dc-a4ecece250b0
2026-07-19 19:40:11,323 | INFO | tools.task_tools | complete_task called: task_id=6e5e8003-e144-43cd-99dc-a4ecece250b0
2026-07-19 19:40:11,336 | INFO | tools.task_tools | complete_task succeeded: task_id=6e5e8003-e144-43cd-99dc-a4ecece250b0
2026-07-19 19:40:11,337 | INFO | tools.task_tools | detect_overdue_tasks called
2026-07-19 19:40:11,339 | INFO | tools.task_tools | detect_overdue_tasks found 1 overdue task(s)
2026-07-19 19:40:11,396 | INFO | tools.task_tools | create_task called: title='Small thing' priority=Low
2026-07-19 19:40:11,408 | INFO | tools.task_tools | create_task succeeded: task_id=4712a214-d1b7-481f-845d-766db0cd0091
2026-07-19 19:40:11,408 | INFO | tools.task_tools | create_task called: title='Big thing' priority=Critical
2026-07-19 19:40:11,418 | INFO | tools.task_tools | create_task succeeded: task_id=61407feb-568c-420c-9015-75652d1a1f22
2026-07-19 19:40:11,419 | INFO | tools.task_tools | estimate_task_effort called: task_id=4712a214-d1b7-481f-845d-766db0cd0091
2026-07-19 19:40:11,420 | INFO | tools.task_tools | estimate_task_effort succeeded: task_id=4712a214-d1b7-481f-845d-766db0cd0091 estimated_hours=1.0
2026-07-19 19:40:11,421 | INFO | tools.task_tools | estimate_task_effort called: task_id=61407feb-568c-420c-9015-75652d1a1f22
2026-07-19 19:40:11,422 | INFO | tools.task_tools | estimate_task_effort succeeded: task_id=61407feb-568c-420c-9015-75652d1a1f22 estimated_hours=6.0
2026-07-19 19:40:11,471 | INFO | tools.note_tools | save_note called: title='Idea' category=general
2026-07-19 19:40:11,484 | INFO | tools.note_tools | save_note succeeded: note_id=da47e997-3e22-4dd1-b666-773fe536dbdf
2026-07-19 19:40:11,541 | INFO | tools.note_tools | save_note called: title='Marketing plan' category=general
2026-07-19 19:40:11,552 | INFO | tools.note_tools | save_note succeeded: note_id=7b6d56b4-6e9c-4b3d-bdec-993f7c9b32cf
2026-07-19 19:40:11,553 | INFO | tools.note_tools | save_note called: title='Random note' category=general
2026-07-19 19:40:11,564 | INFO | tools.note_tools | save_note succeeded: note_id=7ce7c749-f251-4a90-b688-3bcbddecaee7
2026-07-19 19:40:11,564 | INFO | tools.note_tools | search_notes called: query='marketing' category=None
2026-07-19 19:40:11,567 | INFO | tools.note_tools | search_notes returned 2 result(s)
2026-07-19 19:40:11,623 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=29
2026-07-19 19:40:11,624 | INFO | tools.planning_tools | extract_meeting_actions succeeded: 1 action item(s), 1 decision(s)
2026-07-19 19:40:11,681 | INFO | tools.planning_tools | extract_meeting_actions called: transcript_length=10
2026-07-19 19:40:11,682 | ERROR | tools.planning_tools | extract_meeting_actions failed: invalid model response: 3 validation errors for ExtractMeetingActionsOutput
decisions
  Field required [type=missing, input_value={'summary': 'only this'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
action_items
